,snap_num,pos,nick,lap,gap,int,pits,t
11,24,12,Di Resta,21,22.3,0.100,1,1:44.460
12,24,13,Maldonado,21,38.1,15.700,1,1:44.874
13,24,14,Bottas,21,41.9,3.800,1,1:44.083
14,24,15,Vergne,21,42.4,0.500,1,1:43.917
15,24,16,Chilton,21,56.9,14.500,1,1:45.938
16,24,17,Van Der Garde,21,63.2,6.200,1,1:47.086
17,24,18,Pic,21,63.9,0.700,2,1:43.785
18,24,19,Bianchi,21,66.6,2.600,2,1:44.211
19,24,20,Webber,×,5L, ,2,
20,24,21,Sutil,×,15L, ,1,
21,24,22,Gutierrez,×,16L, ,0,
0,25,1,Button,21, , ,0,1:44.592
1,25,2,Alonso,21,0.3,0.300,1,1:44.558
2,25,3,Hamilton,21,4.9,4.500,1,1:44.675
3,25,4,Raikkonnen,21,5.8,1.000,1,1:44.216
4,25,5,Perez,21,11.6,5.700,0,1:45.128
